,face,gender,handcode_gender,paths
298,"tensor([[[  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0],
         ...,
         [227, 224, 214],
         [229, 226, 217],
         [227, 224, 214]],

        [[  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0],
         ...,
         [222, 220, 208],
         [224, 221, 210],
         [225, 221, 211]],

        [[  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0],
         ...,
         [220, 217, 204],
         [222, 219, 207],
         [224, 220, 209]],

        ...,

        [[  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0],
         ...,
         [100,  93,  74],
         [107,  99,  80],
         [121, 113,  93]],

        [[  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0],
         ...,
         [ 83,  76,  59],
         [ 93,  86,  67],
         [108, 102,  82]],

        [[  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0],
         ...,
         [ 48,  42,  26],
         [ 62,  55,  39],
         [ 79,  73,  55]]], dtype=torch.uint8)",Female,f,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\idaauken\pic_8.jpeg
299,"tensor([[[180, 190, 200],
         [180, 190, 200],
         [180, 190, 200],
         ...,
         [152, 152, 154],
         [151, 151, 156],
         [151, 151, 157]],

        [[180, 190, 200],
         [180, 190, 200],
         [180, 190, 200],
         ...,
         [148, 148, 149],
         [147, 147, 151],
         [147, 147, 153]],

        [[180, 190, 200],
         [180, 190, 200],
         [180, 190, 200],
         ...,
         [143, 143, 144],
         [142, 142, 146],
         [141, 141, 147]],

        ...,

        [[183, 193, 201],
         [183, 193, 204],
         [184, 192, 206],
         ...,
         [192, 198, 205],
         [195, 199, 207],
         [196, 199, 207]],

        [[184, 193, 202],
         [184, 193, 205],
         [184, 192, 207],
         ...,
         [194, 200, 205],
         [197, 201, 208],
         [198, 201, 208]],

        [[184, 193, 203],
         [184, 193, 205],
         [184, 192, 208],
         ...,
         [180, 186, 190],
         [181, 184, 190],
         [186, 189, 195]]], dtype=torch.uint8)",Male,f,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\leawermelin\pic_54.jpeg
300,"tensor([[[255, 254, 253],
         [255, 254, 252],
         [255, 254, 252],
         ...,
         [152, 155, 158],
         [167, 171, 173],
         [188, 192, 194]],

        [[255, 254, 252],
         [255, 254, 252],
         [255, 253, 251],
         ...,
         [ 63,  66,  69],
         [ 88,  92,  95],
         [127, 131, 134]],

        [[254, 253, 251],
         [255, 253, 251],
         [255, 253, 250],
         ...,
         [ 22,  24,  27],
         [ 38,  41,  43],
         [ 67,  69,  72]],

        ...,

        [[ 24,  26,  20],
         [ 26,  28,  22],
         [ 28,  29,  24],
         ...,
         [163, 149, 142],
         [190, 176, 170],
         [215, 203, 198]],

        [[ 24,  26,  22],
         [ 26,  28,  24],
         [ 27,  29,  26],
         ...,
         [194, 186, 183],
         [212, 206, 203],
         [229, 226, 224]],

        [[ 24,  26,  24],
         [ 24,  26,  24],
         [ 25,  27,  25],
         ...,
         [228, 228, 230],
         [238, 241, 244],
         [244, 249, 251]]], dtype=torch.uint8)",Female,f,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\nikolajvillumsen\pic_61.jpeg
301,"tensor([[[ 96, 130, 143],
         [ 95, 129, 142],
         [ 93, 127, 141],
         ...,
         [131, 162, 190],
         [138, 169, 197],
         [142, 173, 201]],

        [[ 95, 128, 143],
         [ 92, 125, 142],
         [ 86, 119, 136],
         ...,
         [118, 149, 177],
         [122, 153, 181],
         [125, 156, 184]],

        [[112, 145, 164],
         [112, 145, 165],
         [109, 141, 161],
         ...,
         [104, 135, 163],
         [105, 136, 164],
         [108, 139, 167]],

        ...,

        [[160, 119, 113],
         [161, 120, 114],
         [161, 120, 114],
         ...,
         [165, 123, 143],
         [169, 127, 147],
         [170, 128, 148]],

        [[160, 119, 113],
         [160, 119, 113],
         [161, 120, 114],
         ...,
         [169, 127, 147],
         [170, 128, 148],
         [171, 129, 150]],

        [[160, 119, 113],
         [160, 119, 113],
         [161, 120, 114],
         ...,
         [170, 128, 148],
         [170, 128, 150],
         [170, 128, 150]]], dtype=torch.uint8)",Female,f,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\victoria.r.velasquez\pic_75.jpeg
302,"tensor([[[150, 106,  62],
         [150, 106,  62],
         [149, 105,  61],
         ...,
         [  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0]],

        [[154, 110,  67],
         [153, 110,  66],
         [153, 109,  65],
         ...,
         [  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0]],

        [[157, 114,  71],
         [157, 114,  71],
         [157, 113,  70],
         ...,
         [  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0]],

        ...,

        [[192, 157, 120],
         [192, 157, 119],
         [193, 158, 120],
         ...,
         [  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0]],

        [[192, 157, 119],
         [192, 157, 119],
         [192, 157, 119],
         ...,
         [  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0]],

        [[192, 157, 119],
         [192, 157, 119],
         [192, 157, 119],
         ...,
         [  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0]]], dtype=torch.uint8)",Male,w,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\annepaulin\pic_24.jpeg
303,"tensor([[[ 65,   6,   0],
         [ 77,  11,   3],
         [ 92,  26,  17],
         ...,
         [198,  64,  51],
         [194,  60,  47],
         [190,  57,  43]],

        [[ 73,  11,   4],
         [ 92,  22,  13],
         [111,  41,  31],
         ...,
         [194,  69,  49],
         [189,  64,  45],
         [183,  58,  39]],

        [[ 78,  16,  10],
         [106,  36,  26],
         [127,  57,  47],
         ...,
         [193,  71,  50],
         [188,  66,  45],
         [182,  60,  40]],

        ...,

        [[ 72,  37,  31],
         [ 70,  37,  30],
         [ 68,  36,  29],
         ...,
         [147,  60,  36],
         [150,  62,  38],
         [150,  62,  38]],

        [[ 73,  42,  35],
         [ 73,  42,  35],
         [ 72,  42,  34],
         ...,
         [146,  60,  36],
         [151,  63,  39],
         [150,  62,  38]],

        [[ 72,  43,  35],
         [ 72,  43,  35],
         [ 72,  43,  35],
         ...,
         [146,  61,  37],
         [150,  63,  38],
         [146,  59,  34]]], dtype=torch.uint8)",Female,m,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\rasmushelvegpetersen\pic_19.jpeg
304,"tensor([[[131, 159, 143],
         [136, 165, 147],
         [140, 169, 151],
         ...,
         [  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0]],

        [[132, 161, 146],
         [135, 164, 149],
         [143, 174, 156],
         ...,
         [  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0]],

        [[133, 166, 149],
         [137, 169, 152],
         [148, 181, 162],
         ...,
         [  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0]],

        ...,

        [[ 86,  47,  18],
         [ 84,  45,  16],
         [ 82,  45,  16],
         ...,
         [  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0]],

        [[ 89,  50,  21],
         [ 79,  39,  13],
         [ 81,  42,  15],
         ...,
         [  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0]],

        [[ 86,  46,  20],
         [ 79,  39,  13],
         [ 80,  42,  16],
         ...,
         [  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0]]], dtype=torch.uint8)",Female,f,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\mortenoestergaard\pic_14.jpeg
305,"tensor([[[ 35,  30,  48],
         [ 31,  26,  44],
         [ 28,  24,  42],
         ...,
         [  6,  15,  20],
         [  7,  16,  21],
         [  8,  17,  22]],

        [[ 43,  39,  57],
         [ 46,  42,  60],
         [ 48,  46,  64],
         ...,
         [  7,  15,  20],
         [  8,  16,  21],
         [  9,  17,  22]],

        [[ 54,  51,  70],
         [ 61,  58,  77],
         [ 69,  67,  85],
         ...,
         [  8,  16,  21],
         [  9,  16,  22],
         [  9,  17,  22]],

        ...,

        [[108, 211, 248],
         [109, 212, 247],
         [111, 212, 246],
         ...,
         [ 87,  84, 103],
         [ 93,  90, 108],
         [ 98,  95, 114]],

        [[111, 209, 247],
         [110, 208, 246],
         [111, 208, 244],
         ...,
         [ 93,  91, 108],
         [ 98,  95, 113],
         [102, 100, 118]],

        [[113, 207, 246],
         [111, 205, 244],
         [112, 206, 242],
         ...,
         [100,  98, 116],
         [104, 102, 119],
         [107, 105, 123]]], dtype=torch.uint8)",Male,m,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\annehonoreoestergaard\pic_99.jpeg
306,"tensor([[[ 49,  49,  43],
         [ 45,  44,  34],
         [ 41,  41,  34],
         ...,
         [239, 142, 128],
         [237, 146, 141],
         [204, 147, 140]],

        [[ 56,  53,  47],
         [ 60,  57,  48],
         [ 53,  53,  45],
         ...,
         [237, 141, 125],
         [238, 142, 136],
         [235, 168, 162]],

        [[ 66,  61,  55],
         [ 63,  59,  50],
         [ 52,  49,  40],
         ...,
         [234, 141, 122],
         [238, 138, 131],
         [238, 162, 157]],

        ...,

        [[119, 190,  92],
         [122, 191,  96],
         [134, 201, 107],
         ...,
         [177, 183, 195],
         [204, 210, 208],
         [174, 178, 179]],

        [[105, 181,  75],
         [109, 182,  81],
         [112, 184,  85],
         ...,
         [171, 177, 202],
         [228, 228, 231],
         [234, 237, 235]],

        [[106, 188,  78],
         [106, 184,  81],
         [109, 185,  86],
         ...,
         [199, 216, 245],
         [164, 192, 225],
         [137, 161, 194]]], dtype=torch.uint8)",Male,m,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\birgittebergman\pic_19.jpeg
307,"tensor([[[  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0],
         ...,
         [182, 156, 143],
         [163, 135, 121],
         [132, 103,  89]],

        [[  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0],
         ...,
         [152, 126, 113],
         [142, 113,  97],
         [145, 113,  98]],

        [[  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0],
         ...,
         [175, 150, 133],
         [134, 107,  96],
         [141, 106,  97]],

        ...,

        [[  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0],
         ...,
         [ 73,  71,  77],
         [ 72,  70,  76],
         [ 76,  71,  75]],

        [[  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0],
         ...,
         [ 71,  69,  76],
         [ 70,  69,  75],
         [ 71,  68,  75]],

        [[  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0],
         ...,
         [ 73,  71,  76],
         [ 71,  68,  75],
         [ 74,  71,  77]]], dtype=torch.uint8)",Male,m,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\jan_e_joergensen\pic_25.jpeg
308,"tensor([[[130, 144, 155],
         [130, 144, 155],
         [125, 141, 154],
         ...,
         [210, 210, 210],
         [206, 208, 209],
         [200, 206, 206]],

        [[126, 140, 153],
         [126, 140, 153],
         [125, 138, 155],
         ...,
         [212, 212, 211],
         [208, 211, 210],
         [200, 205, 206]],

        [[126, 140, 153],
         [125, 139, 152],
         [125, 138, 155],
         ...,
         [212, 206, 212],
         [204, 203, 208],
         [194, 194, 201]],

        ...,

        [[146, 125,  88],
         [150, 124,  88],
         [151, 125,  90],
         ...,
         [144, 105,  91],
         [136, 103,  87],
         [126,  97,  81]],

        [[148, 126,  86],
         [150, 124,  89],
         [151, 125,  90],
         ...,
         [152,  96,  82],
         [152, 101,  86],
         [145,  96,  82]],

        [[159, 137,  97],
         [160, 134,  99],
         [161, 135, 100],
         ...,
         [205, 127, 110],
         [208, 131, 115],
         [191, 116, 100]]], dtype=torch.uint8)",Male,f,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\piaolsendyhr\pic_178.jpeg
309,"tensor([[[127, 127,  92],
         [112, 112,  77],
         [ 93,  93,  58],
         ...,
         [185, 197, 174],
         [183, 195, 175],
         [182, 195, 177]],

        [[120, 120,  83],
         [103, 103,  66],
         [ 92,  92,  55],
         ...,
         [185, 197, 158],
         [186, 199, 162],
         [184, 197, 163]],

        [[106, 106,  67],
         [ 95,  96,  57],
         [ 97,  98,  59],
         ...,
         [176, 187, 148],
         [195, 207, 169],
         [194, 205, 171]],

        ...,

        [[ 70,  43,  26],
         [ 72,  43,  25],
         [ 60,  31,  13],
         ...,
         [109,  97,  75],
         [ 96,  82,  61],
         [ 91,  77,  56]],

        [[ 60,  33,  14],
         [ 72,  43,  25],
         [ 64,  35,  17],
         ...,
         [ 83,  72,  50],
         [ 88,  76,  54],
         [ 90,  78,  56]],

        [[ 47,  20,   1],
         [ 68,  39,  21],
         [ 67,  38,  20],
         ...,
         [ 67,  57,  36],
         [ 78,  67,  45],
         [ 96,  85,  63]]], dtype=torch.uint8)",Female,f,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\rasmusprehn\pic_68.jpeg
310,"tensor([[[154, 181, 138],
         [154, 181, 138],
         [154, 181, 138],
         ...,
         [172, 131,  57],
         [171, 132,  59],
         [167, 130,  59]],

        [[154, 181, 138],
         [154, 181, 138],
         [154, 181, 138],
         ...,
         [179, 138,  64],
         [178, 140,  66],
         [175, 137,  66]],

        [[154, 181, 138],
         [154, 181, 138],
         [154, 181, 138],
         ...,
         [188, 147,  73],
         [184, 145,  71],
         [180, 142,  70]],

        ...,

        [[ 80,  81, 103],
         [ 90,  90, 121],
         [105, 104, 143],
         ...,
         [159, 121,  85],
         [168, 130,  94],
         [178, 140, 104]],

        [[106, 106, 128],
         [ 97,  97, 125],
         [ 95,  94, 128],
         ...,
         [160, 122,  86],
         [165, 127,  91],
         [173, 135,  98]],

        [[117, 116, 138],
         [110, 109, 134],
         [ 94,  94, 123],
         ...,
         [160, 122,  86],
         [164, 126,  89],
         [169, 131,  94]]], dtype=torch.uint8)",Male,f,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\evakjerhansen\pic_26.jpeg
311,"tensor([[[116,  97, 215],
         [117,  98, 215],
         [118,  99, 216],
         ...,
         [118, 100, 202],
         [116,  98, 201],
         [117, 100, 206]],

        [[116,  97, 214],
         [118,  99, 215],
         [121, 101, 216],
         ...,
         [120, 102, 204],
         [119, 101, 202],
         [118, 102, 207]],

        [[116,  97, 213],
         [120, 100, 215],
         [123, 104, 218],
         ...,
         [124, 105, 209],
         [123, 105, 209],
         [121, 105, 211]],

        ...,

        [[129, 106,  76],
         [127, 105,  74],
         [126, 104,  72],
         ...,
         [135, 117, 203],
         [132, 115, 201],
         [130, 113, 200]],

        [[128, 104,  76],
         [126, 103,  72],
         [124, 102,  67],
         ...,
         [134, 116, 199],
         [131, 113, 197],
         [129, 111, 197]],

        [[127, 101,  81],
         [127, 101,  78],
         [126, 101,  76],
         ...,
         [132, 113, 193],
         [132, 113, 194],
         [132, 113, 196]]], dtype=torch.uint8)",Female,m,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\rasmuslanghoff\pic_7.jpeg
